project_id,start_date,end_date,planned_duration_days,actual_duration_days,team_size,num_bugs,num_change_requests,delivery_delay_days,budget_overrun_pct,predicted_risk
P47294,2022-06-09,2023-03-04,237,268,24,44,3,31,0.52,High
P47295,2022-12-03,2023-03-29,63,116,12,36,13,53,0.13,High
P47296,2024-10-26,2025-04-15,196,171,6,9,12,-25,0.28,High
P47297,2020-02-27,2020-05-15,84,78,21,87,5,-6,-0.03,Low
P47298,2022-07-03,2023-04-15,234,286,22,16,0,52,0.54,High
P47299,2021-10-06,2021-11-11,60,36,12,69,15,-24,0.14,Medium
P47300,2020-08-27,2020-12-30,87,125,20,14,12,38,0.25,High
P47301,2021-09-07,2022-04-12,179,217,13,94,10,38,0.39,High
P47302,2022-12-15,2023-08-06,227,234,24,3,11,7,0.35,High
P47303,2021-04-24,2022-01-01,216,252,15,55,13,36,0.56,High
P47304,2020-11-26,2021-05-13,148,168,21,30,18,20,0.5,High
P47305,2024-09-17,2025-03-13,195,177,27,25,2,-18,0.49,Low
P47306,2022-01-17,2022-06-12,119,146,5,1,15,27,0.57,High
P47307,2024-06-03,2024-10-26,114,145,23,18,5,31,0.18,Medium
P47308,2020-09-18,2021-01-14,110,118,25,2,17,8,0.27,High
P47309,2020-12-05,2021-06-02,180,179,28,32,15,-1,0.1,Low
P47310,2020-08-05,2020-11-05,97,92,10,76,13,-5,0.13,Medium
P47311,2023-04-01,2023-05-21,64,50,27,37,13,-14,0.07,Low
P47312,2024-08-14,2025-01-03,117,142,12,85,9,25,0.59,Medium
P47313,2021-08-14,2021-12-24,98,132,17,16,16,34,0.3,High
P47314,2022-10-30,2023-06-28,201,241,16,68,2,40,0.51,High
P47315,2024-02-21,2024-04-21,79,60,22,59,19,-19,0.41,High
P47316,2022-08-05,2023-03-05,190,212,15,18,1,22,0.24,Medium
P47317,2020-08-02,2020-12-26,156,146,21,68,18,-10,0.46,High
P47318,2023-03-21,2023-11-01,208,225,21,54,9,17,0.11,Medium
P47319,2024-11-26,2025-05-30,177,185,14,97,7,8,0.1,Low
P47320,2022-06-27,2022-08-31,77,65,29,85,9,-12,0.23,Low
P47321,2022-02-12,2022-05-06,94,83,22,9,3,-11,0.4,Low
P47322,2020-05-24,2020-11-25,135,185,25,12,15,50,-0.01,High
P47323,2020-02-18,2020-04-26,71,68,26,56,8,-3,-0.03,Low
P47324,2021-08-01,2021-10-13,64,73,29,32,7,9,0.04,Low
P47325,2023-01-11,2023-06-12,153,152,11,43,15,-1,0.02,Low
P47326,2024-10-02,2025-01-25,84,115,25,37,14,31,0.59,High
P47327,2024-07-27,2025-01-20,161,177,22,89,1,16,-0.04,Low
P47328,2023-12-23,2024-07-21,174,211,22,19,15,37,0.09,High
P47329,2024-06-05,2024-10-16,118,133,26,40,3,15,0.12,Medium
P47330,2022-10-22,2023-05-31,162,221,10,7,6,59,0.04,Medium
P47331,2020-07-05,2021-01-12,190,191,25,7,9,1,0.02,Low
P47332,2022-10-26,2023-04-01,127,157,21,23,4,30,0.1,Low
P47333,2023-01-28,2023-10-08,218,253,11,82,3,35,0.42,High
P47334,2024-08-21,2024-11-19,112,90,7,29,3,-22,0.31,Low
P47335,2021-02-15,2021-06-06,100,111,18,76,10,11,0.54,Medium
P47336,2021-04-24,2021-08-27,121,125,20,24,11,4,0.4,High
P47337,2021-05-29,2021-12-29,238,214,9,28,13,-24,0.2,Medium
P47338,2021-09-15,2022-04-01,222,198,7,97,15,-24,-0.01,Low
P47339,2023-03-16,2023-05-11,83,56,19,6,19,-27,0.12,Medium
P47340,2021-07-14,2022-02-25,221,226,7,87,10,5,0.31,Medium
P47341,2023-05-06,2023-12-24,198,232,24,2,16,34,-0.05,High
P47342,2020-11-01,2021-02-13,72,104,5,78,14,32,0.55,High
P47343,2020-10-27,2021-04-15,128,170,14,16,13,42,0.4,High
P47344,2023-07-26,2023-09-12,64,48,11,43,15,-16,0.15,Medium
P47345,2022-03-28,2022-09-08,179,164,14,64,7,-15,0.29,Medium
P47346,2023-01-21,2023-07-27,213,187,26,27,4,-26,0.12,Low
P47347,2022-07-06,2022-12-05,129,152,6,67,7,23,0.22,Medium
P47348,2021-05-21,2022-01-13,211,237,24,60,16,26,0.03,Medium
P47349,2020-09-03,2021-05-03,238,242,21,70,7,4,0.16,Low
P47350,2021-08-11,2022-04-02,207,234,9,75,16,27,0.59,High
P47351,2022-09-15,2023-04-03,145,200,20,3,7,55,-0.06,Low
P47352,2023-05-22,2023-12-21,181,213,5,17,5,32,0.16,Medium
P47353,2022-01-18,2022-03-20,67,61,8,6,12,-6,0.55,High
P47354,2023-07-08,2023-11-11,68,126,15,89,5,58,0.19,Medium
P47355,2020-07-10,2021-03-09,206,242,7,25,2,36,0.11,High
P47356,2021-02-08,2021-09-15,191,219,26,32,9,28,0.19,Medium
P47357,2023-05-08,2023-09-28,151,143,13,85,3,-8,0.35,Medium
P47358,2023-03-16,2023-12-06,222,265,27,95,18,43,0.06,High
P47359,2022-05-09,2022-11-21,141,196,10,83,14,55,0.07,High
P47360,2021-04-29,2021-08-20,124,113,27,73,7,-11,0.06,Low
P47361,2024-01-23,2024-07-24,138,183,14,38,1,45,0.43,High
P47362,2024-01-05,2024-05-04,126,120,15,93,2,-6,0.25,Low
P47363,2021-01-31,2021-05-24,60,113,21,10,2,53,0.34,High
P47364,2022-09-06,2022-12-30,94,115,25,9,18,21,-0.06,Medium
P47365,2022-05-03,2022-08-08,79,97,17,71,5,18,0.22,Medium
P47366,2024-10-10,2025-03-26,183,167,8,49,19,-16,0.23,High
P47367,2022-09-17,2023-01-19,133,124,20,60,17,-9,0.55,High
P47368,2021-09-07,2022-02-03,93,149,27,66,10,56,-0.07,Medium
P47369,2022-02-17,2022-06-26,74,129,17,78,4,55,0.25,High
P47370,2022-01-28,2022-08-17,153,201,12,24,2,48,0.24,High
P47371,2024-03-21,2024-08-23,153,155,16,84,7,2,0.33,Medium
P47372,2020-11-26,2021-05-06,164,161,17,87,12,-3,0.52,High
P47373,2020-12-24,2021-07-11,211,199,10,45,3,-12,0.54,Medium
P47374,2023-07-05,2023-11-11,92,129,17,96,17,37,0.13,High
P47375,2020-05-09,2020-10-18,141,162,20,35,11,21,0.56,High
P47376,2023-11-21,2024-06-10,218,202,27,63,6,-16,0.45,Low
P47377,2024-03-22,2024-11-22,233,245,23,87,3,12,0.37,Medium
P47378,2020-03-23,2020-11-10,208,232,15,5,5,24,0.42,Medium
P47379,2023-10-30,2024-05-11,139,194,26,61,9,55,0.2,Medium
P47380,2021-06-08,2021-11-21,111,166,22,72,18,55,0.11,High
P47381,2022-07-23,2022-10-07,92,76,9,54,7,-16,0.55,Low
P47382,2024-07-01,2025-01-07,191,190,12,37,15,-1,0.19,Medium
P47383,2024-01-27,2024-06-27,104,152,13,48,16,48,0.38,High
P47384,2022-10-15,2023-03-25,157,161,24,82,1,4,0.4,Medium
P47385,2021-11-22,2022-05-27,154,186,12,50,17,32,0.45,High
P47386,2021-02-15,2021-08-22,181,188,17,88,17,7,0.04,Low
P47387,2022-07-10,2022-12-13,103,156,5,92,15,53,-0.03,High
P47388,2021-05-17,2021-10-23,187,159,23,71,14,-28,0.56,High
P47389,2021-10-30,2022-04-05,180,157,7,28,7,-23,0.5,Low
P47390,2023-03-02,2023-09-02,194,184,25,55,17,-10,0.24,High
P47391,2021-07-09,2021-09-11,67,64,14,28,17,-3,-0.04,Low
P47392,2021-04-28,2021-12-29,236,245,19,40,9,9,0.52,Medium
P47393,2020-09-17,2021-04-01,157,196,28,88,18,39,0.54,High
P47394,2022-05-03,2022-08-31,101,120,27,84,14,19,0.25,High
P47395,2020-08-16,2021-01-13,135,150,21,20,5,15,0.58,Medium
P47396,2024-06-28,2024-12-17,175,172,24,56,0,-3,0.26,Low
P47397,2022-07-11,2023-02-20,166,224,16,74,8,58,0.47,High
P47398,2020-11-03,2021-01-14,88,72,10,40,2,-16,0.09,Low
P47399,2023-03-06,2023-11-19,231,258,19,51,10,27,0.01,Medium
P47400,2021-08-07,2022-01-16,140,162,10,82,0,22,0.03,Low
P47401,2022-05-29,2022-11-30,179,185,8,57,0,6,-0.05,Low
P47402,2023-12-25,2024-04-18,97,115,9,73,13,18,0.54,High
P47403,2023-10-31,2024-06-29,204,242,25,48,14,38,0.26,High
P47404,2024-10-11,2025-04-29,212,200,14,17,0,-12,0.45,Low
P47405,2020-01-24,2020-08-30,205,219,17,17,9,14,0.55,Medium
P47406,2024-04-22,2024-09-14,152,145,6,31,1,-7,0.31,Low
P47407,2023-05-27,2023-10-01,86,127,6,99,11,41,0.12,High
P47408,2022-03-27,2022-07-08,98,103,24,11,6,5,0.54,Low
P47409,2020-10-24,2021-01-31,104,99,24,20,14,-5,0.3,High
P47410,2023-06-20,2023-12-20,179,183,14,18,6,4,0.31,Low
P47411,2022-04-30,2022-09-05,154,128,29,94,18,-26,0.01,Low
P47412,2023-02-08,2023-09-27,176,231,9,61,7,55,0.42,High
P47413,2021-08-19,2022-03-15,171,208,26,31,11,37,0.01,High
P47414,2023-09-02,2023-10-25,62,53,13,44,1,-9,0.09,Low
P47415,2023-03-15,2023-08-02,108,140,18,96,18,32,0.39,High
P47416,2021-11-14,2022-01-12,89,59,24,22,7,-30,0.03,Low
P47417,2022-11-09,2023-04-12,95,154,24,44,6,59,0.54,High
P47418,2023-09-17,2024-03-02,111,167,12,75,18,56,-0.02,High
P47419,2021-12-23,2022-05-31,146,159,7,81,4,13,0.21,Medium
P47420,2020-03-14,2020-11-15,187,246,28,30,17,59,0.48,High
P47421,2023-08-13,2024-02-23,165,194,16,4,1,29,0.14,Low
P47422,2022-11-13,2023-03-28,154,135,11,18,19,-19,0.4,Medium
P47423,2020-05-30,2021-01-07,175,222,13,19,19,47,-0.02,High
P47424,2021-07-13,2021-08-21,63,39,5,19,18,-24,0.12,Medium
P47425,2023-12-01,2024-07-07,232,219,9,48,16,-13,0.41,High
P47426,2022-08-14,2023-02-16,202,186,22,50,4,-16,-0.1,Low
P47427,2020-05-12,2021-01-03,232,236,9,10,4,4,0.58,Low
P47428,2023-07-07,2023-12-11,178,157,19,91,1,-21,-0.04,Low
P47429,2021-03-07,2021-11-23,216,261,8,6,0,45,0.35,High
P47430,2022-06-01,2022-09-13,111,104,8,0,6,-7,0.29,Low
P47431,2024-10-21,2025-06-15,217,237,19,49,8,20,0.05,Low
P47432,2023-04-24,2023-08-16,132,114,16,80,18,-18,0.2,Medium
P47433,2020-12-06,2021-04-28,99,143,29,30,3,44,0.41,High
P47434,2021-12-04,2022-05-09,119,156,15,44,10,37,0.1,Low
P47435,2023-01-07,2023-02-22,72,46,24,54,17,-26,-0.04,Low
P47436,2021-01-05,2021-03-09,74,63,10,45,3,-11,0.04,Low
P47437,2022-02-08,2022-08-15,130,188,15,51,14,58,0.28,High
P47438,2022-03-18,2022-08-12,110,147,19,43,1,37,0.26,High
P47439,2023-12-23,2024-04-14,134,113,26,10,0,-21,0.52,Low
P47440,2021-11-09,2022-06-14,218,217,29,44,15,-1,0.25,High
P47441,2022-05-18,2022-11-09,138,175,27,5,2,37,0.2,Medium
P47442,2020-06-04,2020-07-17,61,43,13,19,1,-18,0.39,Low
P47443,2022-04-11,2022-08-26,148,137,5,75,10,-11,0.41,Medium
P47444,2024-04-27,2024-10-08,126,164,19,65,12,38,0.42,High
P47445,2020-09-15,2020-12-01,103,77,29,76,2,-26,0.18,Low
P47446,2020-03-02,2020-06-02,88,92,9,57,2,4,0.33,Low
P47447,2021-01-23,2021-07-05,189,163,11,54,7,-26,0.14,Low
P47448,2020-12-13,2021-04-07,140,115,25,39,17,-25,0.49,High
P47449,2020-04-22,2020-10-08,176,169,12,54,3,-7,-0.08,Low
P47450,2023-08-17,2023-12-17,106,122,26,22,16,16,0.35,High
P47451,2022-06-29,2023-01-21,183,206,10,39,4,23,0.27,Medium
P47452,2022-01-11,2022-06-13,142,153,22,38,3,11,0.04,Low
P47453,2021-12-07,2022-08-02,189,238,28,95,4,49,0.37,High
P47454,2024-11-25,2025-07-24,209,241,7,12,7,32,0.05,Medium
P47455,2023-08-08,2023-12-13,140,127,24,86,3,-13,-0.1,Low
P47456,2022-07-17,2023-01-23,172,190,15,30,14,18,0.19,Medium
P47457,2024-09-17,2025-03-10,180,174,26,77,18,-6,0.04,Low
P47458,2023-02-14,2023-07-08,160,144,26,97,14,-16,0.23,High
P47459,2020-09-09,2020-12-29,72,111,17,68,10,39,-0.08,Low
P47460,2024-10-02,2025-01-23,82,113,14,96,15,31,-0.09,High
P47461,2020-06-12,2021-01-09,223,211,23,60,2,-12,0.57,Medium
P47462,2021-09-22,2022-04-22,192,212,26,67,11,20,0.08,Medium
P47463,2022-07-27,2022-12-28,130,154,22,1,9,24,-0.04,Low
P47464,2022-10-28,2023-03-01,154,124,10,67,19,-30,0.13,Medium
P47465,2023-03-01,2023-09-19,145,202,11,36,1,57,0.37,High
P47466,2022-02-17,2022-08-21,145,185,12,96,17,40,0.36,High
P47467,2024-12-30,2025-07-04,141,186,23,54,9,45,0.15,Medium
P47468,2024-03-05,2024-07-10,154,127,28,33,9,-27,0.41,Low
P47469,2022-03-17,2022-08-30,108,166,16,6,2,58,0.45,High
P47470,2022-09-18,2023-02-05,135,140,10,92,0,5,0.4,Low
P47471,2022-10-01,2023-04-25,214,206,22,89,1,-8,0.51,Medium
P47472,2024-03-26,2024-09-04,124,162,11,52,6,38,0.09,Low
P47473,2022-02-10,2022-08-30,161,201,28,37,16,40,0.42,High
P47474,2020-07-01,2021-01-05,197,188,6,11,12,-9,0.17,Medium
P47475,2021-03-25,2021-06-30,90,97,12,92,5,7,0.05,Low
P47476,2023-09-30,2024-02-06,128,129,5,60,4,1,0.21,Medium
P47477,2020-03-29,2020-08-24,115,148,20,18,18,33,0.12,High
P47478,2021-12-19,2022-06-22,185,185,21,66,11,0,-0.06,Low
P47479,2023-04-22,2023-12-19,191,241,15,76,16,50,0.4,High
P47480,2023-04-16,2024-01-25,233,284,19,82,13,51,0.04,High
P47481,2020-11-04,2021-03-30,144,146,18,55,2,2,0.23,Low
P47482,2024-05-25,2024-08-14,60,81,12,32,12,21,0.4,High
P47483,2021-03-01,2021-10-06,190,219,15,64,14,29,0.11,Medium
P47484,2024-09-16,2025-06-19,226,276,24,24,5,50,0.01,Medium
P47485,2022-08-27,2023-05-13,205,259,14,99,17,54,0.44,High
P47486,2022-02-25,2022-12-16,238,294,25,36,1,56,0.6,High
P47487,2021-07-26,2022-04-23,233,271,11,42,9,38,0.08,Medium
P47488,2024-08-19,2025-02-21,132,186,17,62,13,54,0.25,High
P47489,2024-05-28,2024-08-04,88,68,27,62,13,-20,0.38,High
P47490,2023-08-18,2024-02-08,163,174,15,82,17,11,0.35,High
P47491,2020-12-08,2021-06-28,197,202,25,38,18,5,-0.03,Low
P47492,2021-08-29,2022-02-14,191,169,17,62,16,-22,0.52,High
P47493,2023-07-17,2023-11-03,121,109,14,68,9,-12,0.46,Low
P47494,2021-11-06,2022-06-29,206,235,23,73,9,29,0.09,Low
P47495,2021-02-18,2021-07-08,121,140,25,35,1,19,0.27,Medium
P47496,2023-06-30,2023-12-08,175,161,27,90,17,-14,-0.03,Low
P47497,2022-08-25,2023-03-27,226,214,17,66,17,-12,0.49,High
P47498,2023-06-15,2023-09-16,75,93,11,70,9,18,0.55,Medium
P47499,2020-05-22,2020-07-25,81,64,23,6,13,-17,-0.03,Low
P47500,2023-02-21,2023-06-05,111,104,24,79,11,-7,0.29,High
P47501,2023-12-29,2024-03-25,71,87,29,23,3,16,0.3,Medium
P47502,2020-03-14,2020-10-15,161,215,24,7,2,54,-0.08,Medium
P47503,2023-03-16,2023-08-23,139,160,26,66,9,21,-0.0,Low
P47504,2023-03-11,2023-11-20,200,254,17,93,13,54,0.03,High
P47505,2020-08-31,2021-01-01,144,123,16,24,4,-21,0.24,Low
P47506,2021-10-15,2022-05-02,213,199,12,87,6,-14,0.39,Medium
P47507,2021-09-06,2022-05-15,200,251,25,64,2,51,0.01,Medium
P47508,2024-07-31,2025-02-25,239,209,29,96,11,-30,0.37,High
P47509,2024-07-02,2024-08-10,66,39,19,59,8,-27,0.55,Low
P47510,2023-08-07,2024-03-08,207,214,22,72,10,7,0.37,Medium
P47511,2024-04-18,2024-11-24,219,220,10,81,5,1,0.1,Low
P47512,2022-03-18,2022-09-14,196,180,24,98,8,-16,0.54,Medium
P47513,2022-07-31,2022-11-21,97,113,14,1,5,16,-0.06,Low
P47514,2022-03-16,2022-11-10,181,239,29,42,1,58,0.41,High
P47515,2022-08-15,2023-03-20,168,217,29,97,17,49,0.11,High
P47516,2022-12-10,2023-08-10,224,243,13,72,15,19,0.05,Medium
P47517,2022-09-04,2023-03-12,144,189,7,73,15,45,-0.01,High
P47518,2020-10-21,2021-01-09,91,80,21,31,10,-11,0.27,Low
P47519,2022-07-04,2023-02-09,193,220,12,44,9,27,0.16,Low
P47520,2020-08-16,2021-03-01,195,197,7,69,4,2,0.18,Low
P47521,2024-03-19,2024-10-14,151,209,27,78,17,58,0.07,High
P47522,2022-01-19,2022-08-04,204,197,9,68,3,-7,0.25,Medium
P47523,2023-01-31,2023-09-19,199,231,23,63,14,32,-0.01,High
P47524,2022-11-28,2023-04-13,142,136,12,74,1,-6,0.12,Low
P47525,2021-02-11,2021-08-15,202,185,11,38,2,-17,0.01,Low
P47526,2021-02-06,2021-06-02,116,116,14,39,8,0,0.5,Low
P47527,2020-03-28,2020-07-22,71,116,15,36,14,45,0.46,High
P47528,2020-11-12,2021-06-11,236,211,16,87,5,-25,0.53,Medium
P47529,2024-10-24,2025-01-24,90,92,26,1,5,2,0.22,Medium
P47530,2021-06-12,2021-10-13,96,123,5,15,7,27,0.2,Medium
P47531,2022-01-03,2022-08-05,236,214,6,17,14,-22,0.17,Medium
P47532,2023-04-09,2023-08-14,97,127,15,46,7,30,-0.02,Low
P47533,2020-09-06,2021-04-26,184,232,23,84,18,48,0.11,High
P47534,2024-08-02,2025-01-29,121,180,26,14,10,59,0.43,High
P47535,2023-06-18,2023-09-06,66,80,6,42,9,14,0.56,Medium
P47536,2024-04-28,2024-12-06,187,222,29,15,10,35,0.12,Medium
P47537,2023-09-19,2024-03-20,184,183,7,14,13,-1,0.47,High
P47538,2020-09-22,2020-11-05,62,44,6,55,6,-18,0.14,Low
P47539,2021-09-04,2022-02-10,179,159,21,78,10,-20,0.25,Low
P47540,2021-01-23,2021-08-01,184,190,26,29,1,6,0.04,Low
P47541,2024-01-09,2024-06-10,139,153,28,90,4,14,0.38,Medium
P47542,2022-12-07,2023-06-05,149,180,17,99,3,31,0.42,High
P47543,2021-03-06,2021-11-11,231,250,26,96,18,19,0.29,High
P47544,2023-01-29,2023-03-14,60,44,25,71,18,-16,0.01,Low
P47545,2022-03-23,2022-08-21,126,151,7,39,14,25,0.06,Medium
P47546,2022-12-09,2023-05-04,146,146,26,76,18,0,0.33,High
P47547,2021-04-28,2021-08-22,132,116,27,33,8,-16,-0.07,Low
P47548,2021-09-19,2022-03-18,148,180,19,46,16,32,-0.01,High
P47549,2022-10-12,2023-04-27,218,197,5,37,19,-21,0.45,High
P47550,2020-09-03,2020-12-22,79,110,11,24,6,31,0.13,Medium
P47551,2023-08-17,2023-12-12,62,117,6,75,1,55,0.29,High
P47552,2021-08-25,2021-12-02,85,99,14,60,18,14,0.4,High
P47553,2020-01-09,2020-08-11,172,215,28,32,18,43,0.42,High
P47554,2023-12-17,2024-04-27,103,132,22,18,14,29,0.19,Medium
P47555,2023-09-21,2024-02-11,142,143,17,80,3,1,0.4,Low
P47556,2020-08-08,2020-11-08,81,92,7,2,12,11,0.51,High
P47557,2020-03-14,2020-10-02,143,202,8,17,10,59,0.03,Medium
P47558,2022-09-08,2023-02-14,124,159,10,46,10,35,-0.01,Medium
P47559,2021-10-20,2022-03-21,128,152,21,3,4,24,0.42,Medium
P47560,2023-11-14,2024-02-01,84,79,16,4,11,-5,0.51,High
P47561,2021-03-20,2021-07-22,81,124,22,60,1,43,0.15,Medium
P47562,2021-12-12,2022-10-05,238,297,18,8,17,59,0.13,High
P47563,2024-09-15,2025-03-05,146,171,23,10,12,25,0.45,High
P47564,2020-11-03,2021-05-11,154,189,13,71,19,35,0.09,High
P47565,2021-08-19,2021-10-31,73,73,15,93,10,0,0.25,Low
P47566,2022-05-27,2023-01-22,199,240,24,64,7,41,0.33,High
P47567,2024-06-30,2024-10-15,99,107,6,15,1,8,0.21,Low
P47568,2023-03-06,2023-10-07,169,215,10,77,13,46,0.22,High
P47569,2021-08-04,2021-12-17,89,135,26,8,11,46,0.2,High
P47570,2024-02-12,2024-04-15,76,63,15,59,3,-13,0.37,Medium
P47571,2023-03-26,2023-08-14,152,141,9,4,4,-11,0.29,Low
P47572,2024-06-14,2025-02-01,188,232,29,29,0,44,-0.05,Medium
P47573,2021-10-29,2022-03-29,111,151,27,61,0,40,-0.01,Medium
P47574,2021-11-23,2022-06-20,157,209,15,63,10,52,0.1,Medium
P47575,2024-01-21,2024-06-06,123,137,19,22,11,14,0.28,High
P47576,2024-06-30,2024-08-07,65,38,13,36,1,-27,0.3,Medium
P47577,2022-05-01,2022-09-20,124,142,19,65,11,18,0.4,High
P47578,2020-06-06,2020-08-12,73,67,19,4,10,-6,-0.07,Low
P47579,2022-11-10,2023-08-21,232,284,9,66,19,52,0.0,High
P47580,2023-04-24,2023-09-29,152,158,7,54,18,6,0.17,Medium
P47581,2022-01-01,2022-07-05,204,185,21,94,4,-19,0.03,Low
P47582,2023-06-23,2023-11-19,103,149,5,20,17,46,-0.05,High
P47583,2020-09-24,2021-03-31,169,188,8,0,9,19,0.31,Medium
P47584,2024-08-11,2025-02-07,200,180,11,63,5,-20,0.26,Medium
P47585,2022-01-10,2022-06-28,144,169,21,78,15,25,0.08,Medium
P47586,2020-04-26,2020-08-11,67,107,12,30,1,40,0.32,High
P47587,2024-04-06,2024-10-04,195,181,21,56,17,-14,0.19,Medium
P47588,2022-05-28,2023-01-03,230,220,13,49,5,-10,0.26,Medium
P47589,2024-04-09,2024-08-22,146,135,28,57,15,-11,0.37,High
P47590,2020-07-24,2020-11-04,80,103,8,16,10,23,0.59,Medium
P47591,2021-03-04,2021-07-19,100,137,9,50,0,37,0.35,High
P47592,2024-11-15,2025-01-22,66,68,5,66,14,2,0.29,High
P47593,2020-05-06,2020-09-23,168,140,22,95,18,-28,0.33,High
P47594,2022-02-17,2022-07-04,85,137,16,16,9,52,0.35,High
P47595,2020-11-05,2021-04-17,152,163,10,14,1,11,0.35,Medium
P47596,2021-11-05,2022-05-30,187,206,9,90,16,19,0.55,High
P47597,2022-06-24,2023-03-01,239,250,9,76,9,11,0.46,Medium
P47598,2021-07-03,2021-10-13,76,102,20,47,17,26,-0.09,Medium
P47599,2022-03-11,2022-10-26,184,229,25,13,7,45,0.19,Medium
P47600,2024-01-23,2024-10-08,228,259,12,9,2,31,0.49,High
P47601,2024-11-29,2025-03-19,69,110,20,60,1,41,0.6,High
P47602,2024-03-01,2024-08-29,187,181,23,7,16,-6,0.08,Low
P47603,2020-05-15,2021-01-20,213,250,12,63,6,37,-0.06,Medium
P47604,2024-08-28,2025-04-20,228,235,21,36,7,7,0.04,Low
P47605,2020-04-17,2020-08-28,151,133,16,45,12,-18,0.36,Medium
P47606,2022-02-13,2022-06-23,100,130,11,68,18,30,0.15,Medium
P47607,2023-02-17,2023-08-22,195,186,21,17,15,-9,0.09,Low
P47608,2023-02-28,2023-04-18,62,49,11,20,7,-13,0.19,Low
P47609,2021-04-25,2021-10-31,198,189,17,54,6,-9,0.17,Low
P47610,2023-07-25,2024-01-18,124,177,19,83,18,53,0.26,High
P47611,2020-11-04,2021-03-25,97,141,27,16,11,44,0.25,High
P47612,2020-10-20,2021-02-28,134,131,5,25,14,-3,-0.08,Low
P47613,2022-02-07,2022-09-19,199,224,22,12,3,25,0.51,Medium
P47614,2020-07-29,2020-12-25,99,149,16,12,0,50,0.52,High
P47615,2022-06-14,2022-10-04,105,112,24,54,1,7,0.1,Low
P47616,2020-05-04,2020-10-18,191,167,14,22,19,-24,0.57,High
P47617,2022-08-09,2023-03-16,192,219,10,4,7,27,0.13,Low
P47618,2022-09-10,2023-05-07,233,239,9,44,17,6,0.56,High
P47619,2023-04-08,2023-07-01,96,84,25,25,15,-12,0.19,Medium
P47620,2022-11-01,2023-03-27,131,146,14,24,12,15,0.24,High
P47621,2021-04-28,2021-09-27,149,152,17,19,7,3,0.41,Low
P47622,2023-02-02,2023-07-21,172,169,28,16,12,-3,0.25,High
P47623,2022-04-01,2022-07-17,104,107,19,16,10,3,0.2,Low
P47624,2023-11-06,2024-07-25,219,262,11,63,0,43,0.54,High
P47625,2022-03-20,2022-06-23,106,95,12,88,9,-11,0.18,Low
P47626,2021-11-22,2022-06-14,204,204,24,30,18,0,-0.01,Low
P47627,2022-04-16,2022-08-28,144,134,27,56,1,-10,0.6,Low
P47628,2020-01-21,2020-05-19,116,119,15,90,8,3,0.58,Low
P47629,2021-11-01,2022-01-12,74,72,6,23,8,-2,0.6,Low
P47630,2022-11-25,2023-08-05,230,253,7,31,2,23,0.25,Medium
P47631,2021-12-28,2022-06-09,162,163,29,49,6,1,0.36,Low
P47632,2022-07-22,2022-11-06,118,107,19,71,1,-11,0.54,Low
P47633,2020-09-26,2021-01-02,84,98,16,70,14,14,0.27,High
P47634,2021-08-08,2021-09-18,69,41,26,18,11,-28,0.07,Low
P47635,2023-03-13,2023-07-20,126,129,22,88,9,3,0.32,Low
P47636,2023-11-19,2024-06-18,176,212,7,28,10,36,0.4,High
P47637,2024-10-10,2024-12-24,95,75,18,91,13,-20,0.51,High
P47638,2024-05-30,2024-12-01,215,185,19,52,5,-30,0.06,Low
P47639,2023-08-01,2023-12-28,143,149,17,80,0,6,0.03,Low
P47640,2021-04-04,2021-07-28,107,115,19,46,1,8,0.13,Low
P47641,2022-09-04,2023-01-20,146,138,27,72,17,-8,0.36,High
P47642,2022-10-30,2023-07-04,211,247,8,55,8,36,0.38,High
P47643,2023-02-09,2023-07-25,178,166,13,34,10,-12,0.09,Low
P47644,2021-06-20,2021-10-06,65,108,8,75,3,43,0.04,Medium
P47645,2024-07-05,2025-03-13,210,251,23,2,5,41,-0.06,Medium
P47646,2022-11-06,2023-06-11,182,217,11,5,4,35,0.23,High
P47647,2021-04-17,2021-10-25,134,191,15,85,13,57,0.11,High
P47648,2022-05-10,2022-08-16,120,98,10,61,3,-22,-0.04,Low
P47649,2022-01-15,2022-05-10,125,115,24,84,12,-10,0.55,High
P47650,2022-07-18,2023-01-20,201,186,7,38,19,-15,0.08,Medium
P47651,2020-08-16,2020-11-04,94,80,12,0,18,-14,0.17,Medium
P47652,2022-07-04,2022-10-25,72,113,12,4,19,41,0.46,High
P47653,2023-09-29,2023-11-24,61,56,21,45,12,-5,0.43,High
P47654,2022-11-28,2023-08-07,232,252,8,68,1,20,0.25,Medium
P47655,2021-01-14,2021-05-20,144,126,7,27,18,-18,-0.07,Low
P47656,2024-01-26,2024-08-17,157,204,27,40,5,47,-0.01,Medium
P47657,2024-02-10,2024-08-15,206,187,19,53,0,-19,-0.04,Low
P47658,2024-12-30,2025-07-26,176,208,12,21,8,32,0.12,Medium
P47659,2020-03-12,2020-10-06,177,208,29,29,11,31,0.22,High
P47660,2022-01-13,2022-05-16,135,123,25,20,18,-12,-0.01,Low
P47661,2024-09-03,2025-02-09,116,159,15,84,8,43,0.55,High
P47662,2023-09-10,2024-05-08,213,241,13,40,2,28,-0.09,Low
P47663,2024-05-14,2024-12-15,213,215,15,2,17,2,0.59,High
P47664,2020-04-13,2020-09-26,129,166,10,16,10,37,0.11,Medium
P47665,2024-11-17,2025-06-07,189,202,7,25,16,13,0.4,High
